,,,,,,,,,
Governance_1.5,1.5.2,CL 1,"Define and implement a [Cybersecurity Awareness & Training Program] (e.g. defining goals, scope, targeted audience, validation criteria) that includes various cybersecurity topics considering the following:",Not Implemented,"1- Training materials, including presentation slides and LMS content (roles and responsibilities, trending threats, secure use of devices, and clear desk/screen practices), are not available.
2- No training schedule or records of planned sessions were provided.
3- Evidence of execution, such as attendance sheets and LMS logs, is missing.",,,,
Governance_1.5,,,·       Cybersecurity roles and responsibilities of the targeted audience ,,,,,,
Governance_1.5,,,·       Trending cybersecurity events and threats (e.g. social engineering attacks such as phone scams and impersonation calls),,,,,,
Governance_1.5,,,"·       Advice to personnel not to attempt unauthorized activities (e.g. introduce or use unauthorized equipment or software on a system, relocate equipment without proper authorization).",,,,,,
Governance_1.5,,,"·       Secure handling of portable devices and storage media, email services (especially spam and phishing emails), internet surfing services and social media",,,,,,
Governance_1.5,,,"·       Clear desk and clear screen policy (e.g. lock sensitive information stored on papers in a safe place, lock screens of computers and/or terminals when not in use or unattended)",,,,,,
Governance_1.5,1.5.3,CL 2,Enhance and implement the [Requirements for Cybersecurity Awareness & Training] to include periodic validation tests to evaluate the effectiveness of the conducted [Cybersecurity Awareness and Training Program] and record the results of evaluation (e.g. check whether the personnel will click on a suspicious link in an email).,Not Implemented,"1- Evidence of how effectiveness is tested (e.g., phishing simulations, quizzes, knowledge tests) is missing.
2- Reports from phishing campaigns, test scores, quiz results, or awareness survey analysis are not available.
3- Evidence showing improvement (e.g., percentage of employees clicking phishing links reduced over time) was not provided.",,,,
Governance_1.5,1.5.4,CL 2,"Enhance and implement the [Requirements for Cybersecurity Awareness & Training] to define the circumstances under which the [Cybersecurity Awareness & Training Program] have to be provided (e.g. initial cybersecurity trainings to new users, training upon changes to information systems or job roles).",Not Implemented,"1- Evidence showing cybersecurity awareness provided to the following is missing:
  1.1- All new hires (e.g., checklist, emails).
  1.2- When new information systems are introduced.
  1.3- When there is a role change.",,,,
Governance_1.5,1.5.5,CL 2,Tailor the [Cybersecurity Awareness & Training Program] to provide specialized or security-related skills and trainings to targeted group of people considering the following personnel:,Not Implemented,"1- Specialized training program/plan is missing, including:
  1.1- Training material and certificates, such as:
    1.1.1- Cybersecurity staff: advanced threat hunting and incident response courses
    1.1.2- IT staff: patching and secure configuration training
    1.1.3- Developers: secure coding, OWASP, and SDLC training
2- Evidence that targeted groups completed the training (e.g., attendance records, certificates of completion) is not available.",,,,
Governance_1.5,,,·       Cybersecurity department ,,,,,,
Governance_1.5,,,·       IT personnel,,,,,,
Governance_1.5,,,·       Personnel working in the software development,,,,,,
Governance_1.5,,,·       Personnel involved in cybersecurity risk management,,,,,,
Governance_1.5,,,·       Personnel with privileged access to critical information assets,,,,,,
Governance_1.5,,,·       Executive personnel,,,,,,
Governance_1.5,1.5.6,CL 3,"Continuously measure, review and optimize the [Requirements for Cybersecurity Awareness & Training].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency are not available.
3- Version history or updated documents (e.g., policies, procedures, requirements) showing continuous improvement were not provided.",,,,
Governance_1.6,1.6,Customer Cybersecurity Awareness,,,,,,,
Governance_1.6,Controls,,,Audit Result,,,,,
Governance_1.6,1.6.1,CL 1,Define and document [Requirements for Customer Cybersecurity Awareness] which consider the following:,Not Implemented,"1- Customer Cybersecurity Awareness Policy was developed, but the following is missing:
  1.1- Defined frequency.
  1.2- Allocated resources (budget, staff, communication channels).
  1.3- Approval",,,,
Governance_1.6,,,·      Goals and scope,,,,,,
Governance_1.6,,,·      Number and frequency of trainings/year,,,,,,
Governance_1.6,,,·      Allocated resources,,,,,,
Governance_1.6,1.6.2,CL 1,"Define and implement a [Customer Cybersecurity Awareness Program] by e.g. defining goals, scope, targeted customer group, delivery channel which should consider the following:",Not Implemented,"1- Training materials are not available, including:
  1.1- Posters, newsletters, awareness videos, infographics, or campaigns covering:
    1.1.1- Emerging threats (phishing, phone scams, impersonation).
    1.1.2- Service-specific recommendations (safe mobile use, avoiding SMiShing, secure online behavior).
2- Execution records are missing (e.g., screenshots of awareness messages, customer communications).",,,,
Governance_1.6,,,·       Information on relevant emerging cybersecurity events and threats (e.g. social engineering attacks such as phone scams and impersonation calls),,,,,,
Governance_1.6,,,"·       Specific recommendations related to the provisioned service (e.g. how to be secure online, SMishing, and secure your mobile device)",,,,,,
Governance_1.6,1.6.3,CL 2,Enhance and implement the [Requirements for Customer Cybersecurity Awareness] to periodically conduct the [Customer Cybersecurity Awareness Program] for the organization's customers.,Not Implemented,"1- Reports of periodic execution of the customer awareness program are not available.
2- Evidence showing improvement (e.g., number of emails sent, SMS delivery reports) was not provided.",,,,
Governance_1.6,1.6.4,CL 3,"Continuously measure, review and optimize the [Requirements for Customer Cybersecurity Awareness].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency are not available.
3- Version history or updated documents (e.g., policies, procedures, requirements) showing continuous improvement were not provided.",,,,
Governance_1.7,1.7,Cybersecurity in Project Management,,,,,,,
Governance_1.7,Controls,,,Audit Result,,,,,
Governance_1.7,1.7.1,CL 1,Define and document [Requirements for Cybersecurity in Project Management] which consider the following:,Not Implemented,"1- Project Management Cybersecurity Policy is missing:
  1.1- Defined cybersecurity objectives to be incorporated in all project phases (initiation, design, implementation, testing, and closure).
  1.2- Approval",,,,
Governance_1.7,,,·      Defining integration of cybersecurity in project management (e.g. cybersecurity personnel as part of the project team),,,,,,
Governance_1.7,,,·      Defining project objectives to ensure that the cybersecurity is included in all phases of the project,,,,,,
Governance_1.7,1.7.2,CL 1,Perform a risk assessment at the beginning and during the course of each project in accordance with the [Cybersecurity Risk Assessment] to identify the cybersecurity risks if any and define the mitigation plans.,Not Implemented,"1- Risk assessment reports performed at initiation and at major milestones are missing, including:
  1.1- Evidence that assessments follow Layer 3’s Cybersecurity Risk Assessment procedure.
  1.2- Defined risk treatment actions for identified risks.
2- Evidence that risk assessments were discussed during project reviews (e.g., meeting minutes, records) was not provided.",,,,
Governance_1.7,1.7.3,CL 2,Track the identified cybersecurity risks and monitor the implementation of the mitigation plans during the course of the project. [Cybersecurity Risk Treatment and Monitoring].,Not Implemented,"1- Risk register is missing, including identified risks, assigned owners, mitigation actions, and status updates.
  1.1- Periodic updates on risk treatment implementation were not provided.
2- Evidence of closure or re-assessment of risks is missing.",,,,
Governance_1.7,1.7.4,CL 3,"Continuously measure, review and optimize the [Requirements for Cybersecurity in Project Management].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency are not available.
3- Version history or updated documents (e.g., policies, procedures, requirements) showing continuous improvement were not provided.",,,,
Governance_1.8,1.8,Cybersecurity in Human Resources,,,,,,,
Governance_1.8,Controls,,,Audit Result,,,,,
Governance_1.8,1.8.1,CL 1,Define and document [Requirements for Cybersecurity in Human Resources] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Governance_1.8,,,"·      Defining cybersecurity requirements related to personnel in the organization including contractors before they are employed, during their work, and upon completion/termination of their work",,,,,,
Governance_1.8,,,·      Conduct background verification checks on all candidates for employment,,,,,,
Governance_1.8,,,·      Hiring highly professional personnel on the jobs related to critical systems,,,,,,
Governance_1.8,,,"·      Ensuring that the terms and agreements related to the employment also cover the code of conduct (e.g. non-disclosure agreements, cybersecurity responsibilities) and has been included during and after termination of employment with the organization",,,,,,
Governance_1.8,,,·      Ensuring that the code of conduct is signed by all the personnel,,,,,,
Governance_1.8,,,·      Enforcing the [Acceptable Use of Information Assets],,,,,,
Governance_1.8,1.8.2,CL 1,Ensure that necessary actions (e.g. modify access authorizations in accordance with the new operational role) are performed when individuals are reassigned or transferred to other positions within the organization. ,Not Implemented,"1- Evidence of updating access rights after reassignment or transfer (e.g., IAM system logs) is missing.
2- Evidence that old access was removed and only new-role access was granted following the Access Change Process was not provided.",,,,
Governance_1.8,1.8.3,CL 1,Ensure that all suspected breaches of relevant cybersecurity requirements by personnel are subject to a proper investigation and appropriate disciplinary action is taken,Not Implemented,"1- Evidence of a Disciplinary Action Process (e.g., warnings, suspensions, terminations, or corrective measures taken) is missing.",,,,
Governance_1.8,1.8.4,CL 1,"Ensure necessary actions (e.g. revoking personnel access rights and privileges, retrieving assigned information assets, retaining access to information assets formerly controlled by terminated individual) have been carried out upon completion of professional services or termination of personnel.",Not Implemented,"1- Evidence confirming access revocation, asset return, and data reassignment (e.g., Termination Checklist / Exit Clearance Form) is missing.
2- Evidence of user account deactivation upon termination (e.g., IAM logs) is not available.
3- Asset recovery records are missing.
4- Evidence of data retention was not provided.",,,,
Governance_1.8,1.8.5,CL 3,"Continuously measure, review and optimize the [Requirements for Cybersecurity in Human Resources].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency are not available.
3- Version history or updated documents (e.g., policies, procedures, requirements) showing continuous improvement were not provided.",,,,
Asset Management_1.8,Asset Management,,,,,,,,
Asset Management_2.1,2.1,Asset Discovery,,,,,,,
Asset Management_2.1,Controls,,,Audit Result,,,,,
Asset Management_2.1,2.1.1,CL 1,Define and document [Requirements for Asset Discovery] which consider the following:,Not Implemented,"1. The asset management policy is not approved by top management is not approved by top management with the company stamp and their signature, name, and date of approval.
2. Asset management requirements are not identified in the policy:
 1.1- Defining what assets must be inventoried (hardware, software, information, databases, critical assets).
 1.2- Specifying how often the inventory must be updated",,,,
Asset Management_2.1,,,"·      Defining an inventory of information assets [Asset Inventory] (e.g. software, hardware, information, critical information assets, equipment, databases) ",,,,,,
Asset Management_2.1,,,·      Defining the frequency for the update of the [Asset Inventory],,,,,,
Asset Management_2.1,,,·      Ownership of the information assets,,,,,,
Asset Management_2.1,2.1.2,CL 1,Define and implement an {Asset Discovery} process to identify (e.g. using an asset discovery tool) all information assets which belong to the organization and update the [Asset Inventory]. Assign an asset owner to each information asset. ,Not Implemented,"1. The asset discovery process is not approved by top management with the company stamp and their signature, name, and date of approval. and is not customized to Layer 3 template document.
2. Updated register of all information assets (including asset ID, type, location, owner).
3. Missing screenshots or logs from discovery tools (e.g., SCCM, Qualys, ServiceNow, CMDB) showing discovered assets.",,,,
Asset Management_2.1,2.1.3,CL 1,Review and update the [Asset Inventory] based on the frequency defined in the requirements or whenever there are modifications to the information assets (i.e. addition and removal of assets).,Not Implemented,"1- Evidence that the inventory was reviewed and updated (e.g., change tickets, CMDB logs, asset addition/removal records) is missing.
2- Updated Inventory Versions is missing.",,,,
Asset Management_2.1,2.1.4,CL 2,Use dedicated and automated tools to discover the information assets. Integrate the information assets and track them from a central system.,Not Implemented,"1- Evidence of tool deployment is missing.
2- Tool Logs, Screenshots, or reports showing assets tracked and categorized is missing.",,,,
Asset Management_2.1,2.1.5,CL 3,"Continuously measure, review and optimize the   [Requirements for Asset Discovery] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Asset Management_2.2,2.2,Asset Classification,,,,,,,
Asset Management_2.2,Controls,,,Audit Result,,,,,
Asset Management_2.2,2.2.1,CL 1,Define and document [Requirements for Asset Classification] which consider the following:,Not Implemented,"1. The asset classification process is not approved by top management with the company stamp and their signature, name, and date of approval, and is not customized to Layer 3 template document.
2. There is no evidence of implementation classification levels (e.g., Public, Internal, Confidential, Restricted) and handling rules.",,,,
Asset Management_2.2,,,"·      Classification and labelling of information assets as well as the respective protective measures for identification, handling, transfer, storage, return, deletion and disposal",,,,,,
Asset Management_2.2,2.2.2,CL 1,"Define and implement an {Asset Classification} process to classify and label information assets within your [Asset Inventory] according to specific criteria (e.g. criticality, business value, legal requirements, confidentiality, integrity and availability) and the [Requirements for Information Protection]. ",Not Implemented,"1. The asset classification 1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing. Process is not approved by top management with the company stamp and their signature, name, and date of approval. and is not customized to Layer 3 template document.
2. Implementation of Classification and Labeling on Information Assets is missing.
3. Implementing protection measures as per the defined classification ",,,,
Asset Management_2.2,2.2.3,CL 3,"Continuously measure, review and optimize the [Requirements for Asset Classification] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Asset Management_2.3,2.3,Bring Your Own Device (BYOD),,,,,,,
Asset Management_2.3,Controls,,,Audit Result,,,,,
Asset Management_2.3,2.3.1,CL 1,Define and document [Cybersecurity Requirements for BYOD] within the organization which consider the following: ,Not Implemented,"1. The BYOD policy is duplicated and not approved by top management with the company stamp and their signature, name, and date of approval. Also it is not customized to Layer 3 template document a
2. BYOD Requirements are not identified for the following:
·      Restrictions on the use of devices depending on the organization's business interest
",,,,
Asset Management_2.3,,,·      Isolation of personal information from the business information,,,,,,
Asset Management_2.3,,,·      Restrictions on the use of devices depending on the organization's business interest,,,,,,
Asset Management_2.3,,,·      Restrictions on the access of critical systems,,,,,,
Asset Management_2.3,,,·      Secure deletion of the organization’s information,,,,,,
Asset Management_2.3,2.3.2,CL 1,Enforce the defined [Cybersecurity Requirements for BYOD] within the organization.,Not Implemented,"1- Evidence of applied policies (e.g., restricted apps) is missing.
2- Screenshots of settings showing isolation of data and restrictions is missing.
3- Evidence of informing the employees of BYOD policy and rules is missing.",,,,
Asset Management_2.3,2.3.3,CL 1,Securely delete the organization’s information after the completion of the associated job function and when the information is no longer necessary.,Not Implemented,1- Evidence of remote wipe or secure deletion of corporate data from devices is missing.,,,,
Asset Management_2.3,2.3.4,CL 2,Ensure that the organization’s information stored on the devices are encrypted.,Not Implemented,1- Screenshots showing enforcing encryption on all enrolled BYOD devices is missing.,,,,
Asset Management_2.3,2.3.5,CL 3,"Continuously measure, review and optimize the [Cybersecurity Requirements for BYOD] within the organization.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Asset Management_2.4,2.4,Acceptable Use of Information Assets,,,,,,,
Asset Management_2.4,Controls,,,Audit Result,,,,,
Asset Management_2.4,2.4.1,CL 1,Define and document the [Requirements for Acceptable Use of Information Assets] which consider the following:,Not Implemented,"1- The Acceptable Use Procedure (AUP) is not approved by top management with the company stamp and their signature, name, and date of approval.
2- Signed user agreements or digital acknowledgments proving employees accepted the AUP is missing.
3-  Evidence the AUP was distributed (emails, SharePoint postings, onboarding materials) is missing.",,,,
Asset Management_2.4,,,·      The acceptable use of information assets,Not Implemented,,,,,
Asset Management_2.4,2.4.2,CL 1,"Ensure the implementation of the [Requirements for Acceptable Use of Information Assets] (e.g. prohibiting installation of unwanted software, control access to web pages, allow the use of removable media based on business-needs only).",Not Implemented,"1- Technical Control Configurations is missing as the following:
 1.1- Group Policy Objects (GPOs) or endpoint protection restricting software installation.
 1.2- Firewall configurations restricting access to prohibited websites.
 1.3- Device control policies restricting removable media usage.
 1.4- Reports from endpoint protection, DLP, or MDM tools confirming enforcement.",,,,
Asset Management_2.4,2.4.3,CL 3,"Continuously measure, review and optimize the requirements for the [Requirements for Acceptable Use of Information Assets].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Asset Management_2.5,2.5,Asset Maintenance,,,,,,,
Asset Management_2.5,Controls,,,Audit Result,,,,,
Asset Management_2.5,2.5.1,CL 2,Define and document [Requirements for Asset Maintenance] which consider the following:,Not Implemented,"1. The asset management policy is not approved by top management with the company stamp and their signature, name, and date of approval.
2. The asset classification process is not approved by top management with the company stamp and their signature, name, and date of approval. Also it is not customized to Layer 3 template document.
3.The Asset recovery plan is not approved by top management with the company stamp and their signature, name, and date of approval.",,,,
Asset Management_2.5,,,·      Asset maintenance,Not Implemented,,,,,
Asset Management_2.5,,,·      Tracking and monitoring,Not Implemented,,,,,
Asset Management_2.5,,,·      Recovery plan,Not Implemented,,,,,
Asset Management_2.5,2.5.2,CL 2,Define and implement an {Asset Maintenance} process to maintain and repair the organization's information assets (including offsite assets) and keeping a log of these activities.,Not Implemented,"1- The Asset Maintenance Process is not approved by top management with the company stamp and their signature, name, and date of approval. Also it is not customized to Layer 3 template document.
2- Records of patching, repairs, upgrades, or preventive maintenance activities is missing.
3- ITSM tool records showing maintenance tasks and closures is missing.
3- Reports/contracts showing maintenance performed(If asset maintenance is outsourced) is missing.
4- Logs confirming remote site assets are included in maintenance activities is missing.",,,,
Asset Management_2.5,2.5.3,CL 2,"As per the organization defined recovery plan, execute the asset recovery during or after a security incident. ",Not Implemented,"1- The Asset Recovery Plan is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2- Logs or reports showing asset recovery steps executed after an incident is missing.
3- Evidence of systems/assets restored (e.g., re-imaged servers, reinstalled software, restored backups) is missing.",,,,
Asset Management_2.5,2.5.4,CL 2,"Monitor information assets appropriately, based on the [Asset Classification].",Not Implemented,"1- Evidence from SIEM, monitoring tool, or dashboard showing assets categorized and monitored by classification is missing
2- Evidence that classified assets generate alerts/events (e.g., logs from Splunk) is missing.
3- Periodic monitoring reports for information assets is missing.
4- Evidence of security incidents/events flagged for critical assets is missing.",,,,
Asset Management_2.5,2.5.5,CL 3,"Continuously measure, review and optimize the [Requirements for Asset Maintenance] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Asset Management_2.6,2.6,Secure Disposal of Assets,,,,,,,
Asset Management_2.6,Controls,,,Audit Result,,,,,
Asset Management_2.6,2.6.1,CL 1,Define and document [Requirements for Secure Disposal of Assets] which consider the following:,Not Implemented,"1. The asset management policy is not approved by top management with the company stamp and their signature, name, and date of approval.
1-The Secure Disposal Process of Information Assets is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.",,,,
Asset Management_2.6,,,·      Setting rules for information asset disposal based on the classification and labelling of the information asset defined in the [Asset Inventory],Not Implemented,,,,,
Asset Management_2.6,2.6.2,CL 1,"Define and implement a {Secure Asset Disposal} process to handle the disposal of the information assets based on the [Requirements for Secure Disposal of Assets] that uses appropriate techniques (e.g. secure erase, drilling, shredding) in order to prevent unauthorized disclosure or modification of information stored on the assets.",Not Implemented,"1-The Secure Disposal Process of Information Assets is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2- Evidence of Disposal Records or Certificates of Destruction showing assets were securely disposed of, is missing.
3- Evidence that staff are trained on secure disposal requirements is missing.",,,,
Asset Management_2.6,2.6.3,CL 3,"Continuously measure, review and optimize the [Requirements for Secure Disposal of Assets] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) evaluating effectiveness is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Cybersecurity Risk Management_2.6,Cybersecurity Risk Management,,,,,,,,
Cybersecurity Risk Management_3.1,3.1,Cybersecurity Risk Assessment,,,,,,,
Cybersecurity Risk Management_3.1,Controls,,,Audit Result,,,,,
Cybersecurity Risk Management_3.1,3.1.1,CL 1,Define and document [Requirements for Cybersecurity Risk Assessment] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Cybersecurity Risk Management_3.1,,,·      Purpose and scope of the risk assessment in the organization,,,,,,
Cybersecurity Risk Management_3.1,,,·      The frequency and circumstance when risk assessment should be conducted in the organization,,,,,,
Cybersecurity Risk Management_3.1,,,"·      Ensuring that the [Requirements for Cybersecurity Risk Assessment] cover the risks to the information assets of the organization, individuals, and other organizations",,,,,,
Cybersecurity Risk Management_3.1,3.1.2,CL 1,Define and implement a {Risk Assessment} process consisting of:,Not Implemented,"1- Evidence of conducting Cybersecurity Risk Assessment is missing
 1.1- Risk register is incomplete",,,,
Cybersecurity Risk Management_3.1,,,·      Risk identification: Identify and document internal and external risks based on the information assets of the organization [Asset Discovery] and maintain the identified risks in a [Risk Register],,,,,,
Cybersecurity Risk Management_3.1,,,·      Risk analysis: Analyze and document the identified risks in terms of probability and impact,,,,,,
